Gene ID	Gene Name	Reference	Strand	Start	End
ENSBTAG00000010275	KIAA0196	14	+	16670958	16719342
ENSBTAG00000005498	SQLE	14	-	16723393	16745626
ENSBTAG00000020407	MTSS1	14	+	16971033	17132800
ENSBTAG00000020405	NDUFB9	14	-	17132669	17140075
ENSBTAG00000033446	TATDN1	14	+	17140121	17171601
ENSBTAG00000010813	ENSBTAG00000010813	14	-	17228479	17229057
ENSBTAG00000005025	FAM91A1	14	-	17665456	17703395
ENSBTAG00000016194	FBXO32	14	+	17919823	17951894
ENSBTAG00000002002	ATAD2	14	+	18046447	18108338
ENSBTAG00000015319	ENSBTAG00000015319	14	+	18158510	18173288
ENSBTAG00000021156	TBC1D31	14	-	18223496	18290297
ENSBTAG00000020693	DERL1	14	+	18307140	18329318
ENSBTAG00000046307	ENSBTAG00000046307	14	+	20738814	20740407
ENSBTAG00000044106	SPIDR	14	-	20740960	20987465
ENSBTAG00000017016	H3F3C	14	-	21033277	21034329
ENSBTAG00000046325	ENSBTAG00000046325	14	+	21164873	21192165
ENSBTAG00000023218	UBE2V2	14	+	21225303	21245522
ENSBTAG00000017492	PCMTD1	14	-	22669363	22717576
ENSBTAG00000026306	ENSBTAG00000026306	14	-	23067159	23068103
ENSBTAG00000000878	RB1CC1	14	-	23147992	23177073
ENSBTAG00000000914	OPRK1	14	-	23373836	23395443
ENSBTAG00000003450	ATP6V1H	14	-	23511301	23558678
ENSBTAG00000003460	TCEA1	14	-	23620858	23637730
ENSBTAG00000004243	LYPLA1	14	-	23651477	23668800
ENSBTAG00000001174	MRPL15	14	+	23675383	23680928
ENSBTAG00000022539	POLR2K	14	-	23735755	23737474
ENSBTAG00000005898	TGS1	14	+	24747219	24772713
ENSBTAG00000020034	LYN	14	+	24847257	24920713
ENSBTAG00000019147	RPS20	14	-	24955079	24956324
ENSBTAG00000045097	snoU54	14	-	24955769	24955835
ENSBTAG00000033284	CHCHD7	14	+	25052885	25058779
ENSBTAG00000047136	RPL39	14	+	26180764	26180919
ENSBTAG00000019910	SDCBP	14	+	26412824	26447192
ENSBTAG00000017529	CA8	14	-	27637561	27719848
ENSBTAG00000000948	RAB2A	14	+	27864735	27937015
ENSBTAG00000014045	ENSBTAG00000014045	14	+	29679163	29679690
ENSBTAG00000018557	YTHDF3	14	+	29830349	29863766
ENSBTAG00000015901	ARMC1	14	-	31695684	31720448
ENSBTAG00000008629	MTFR1	14	+	31735268	31794502
ENSBTAG00000011614	PDE7A	14	-	31803026	31857899
ENSBTAG00000042250	SNORA72	14	-	31836774	31836905
ENSBTAG00000021821	ENSBTAG00000021821	14	-	31840098	31840918
ENSBTAG00000016716	RRS1	14	+	32699360	32701121
ENSBTAG00000042834	U6	14	+	32834387	32834493
ENSBTAG00000011981	MYBL1	14	-	32840049	32862669
ENSBTAG00000013284	ENSBTAG00000013284	14	+	33004983	33065711
ENSBTAG00000002784	COPS5	14	-	33207508	33226917
ENSBTAG00000014689	CSPP1	14	+	33243588	33342863
ENSBTAG00000014691	ARFGEF1	14	-	33343880	33480413
ENSBTAG00000000060	PRDM14	14	-	35897237	35915657
ENSBTAG00000020312	NCOA2	14	-	35949385	36126601
ENSBTAG00000007562	TRAM1	14	-	36385096	36417387
ENSBTAG00000001808	LACTB2	14	-	36438472	36470764
ENSBTAG00000032982	TERF1	14	+	38500940	38543991
ENSBTAG00000037470	ENSBTAG00000037470	14	+	38614593	38615161
ENSBTAG00000020139	RPL7	14	-	38741347	38744856
ENSBTAG00000002076	STAU2	14	-	38927061	39070664
ENSBTAG00000045269	bta-mir-2284l	14	+	39024820	39024892
ENSBTAG00000008260	UBE2W	14	-	39233174	39295068
ENSBTAG00000002196	TCEB1	14	-	39328605	39348337
ENSBTAG00000012920	TMEM70	14	+	39354351	39362288
ENSBTAG00000032944	ENSBTAG00000032944	14	+	39504412	39505564
ENSBTAG00000032831	MRPL33	14	-	42647473	42647670
ENSBTAG00000039499	ENSBTAG00000039499	14	-	42985265	42985951
ENSBTAG00000017169	ENSBTAG00000017169	14	+	43705877	43706620
ENSBTAG00000009539	ENSBTAG00000009539	14	-	43781699	43783047
ENSBTAG00000018902	ZC2HC1A	14	+	44029068	44077940
ENSBTAG00000032812	ENSBTAG00000032812	14	-	45039060	45039371
ENSBTAG00000001302	MRPS28	14	-	45279168	45491347
ENSBTAG00000007335	TPD52	14	-	45499601	45549966
ENSBTAG00000003339	ZBTB10	14	+	45826252	45855495
ENSBTAG00000007423	TNFRSF11B	14	+	47432903	47461083
ENSBTAG00000042620	SNORA42	14	+	47440618	47440752
ENSBTAG00000006209	EXT1	14	+	48318650	48633661
ENSBTAG00000026254	MED30	14	-	48940216	48959150
ENSBTAG00000007303	RAD21	14	+	49558483	49588327
ENSBTAG00000040422	UTP23	14	-	49706795	49714027
ENSBTAG00000014032	EIF3H	14	+	49733172	49830429
ENSBTAG00000043498	U6	14	-	49972278	49972385
ENSBTAG00000042355	U6	14	-	52373126	52373232
ENSBTAG00000043367	U5	14	-	56072497	56072620
ENSBTAG00000007387	ENY2	14	-	57239787	57249241
ENSBTAG00000007386	NUDCD1	14	+	57249477	57342028
ENSBTAG00000010006	EMC2	14	-	58126043	58175903
ENSBTAG00000006702	EIF3E	14	+	58397835	58445787
ENSBTAG00000006213	IFT27	14	+	58850048	58851086
ENSBTAG00000008257	ENSBTAG00000008257	14	+	59100801	59101904
ENSBTAG00000018352	ABRA	14	+	59974386	59985200
ENSBTAG00000008285	OXR1	14	-	60000394	60075278
ENSBTAG00000021449	DCAF13	14	-	63227996	63256229
ENSBTAG00000013513	ATP6V1C1	14	-	63592784	63632839
ENSBTAG00000007943	AZIN1	14	+	63767802	63802407
ENSBTAG00000014396	TIEG1	14	+	63951758	63957275
ENSBTAG00000021209	UBR5	14	+	64169832	64308334
ENSBTAG00000021208	RRM2B	14	+	64315460	64352488
ENSBTAG00000043335	U6	14	-	64324526	64324632
ENSBTAG00000008054	MGC133632	14	+	65337750	65348431
ENSBTAG00000000236	YWHAZ	14	+	65584487	65617329
ENSBTAG00000040590	ENSBTAG00000040590	14	-	65660648	65660904
ENSBTAG00000046358	PABPC1	14	+	65816006	65833756
ENSBTAG00000017833	RNF19A	14	+	66242247	66298706
ENSBTAG00000019793	RGS22	14	+	66472379	66593433
ENSBTAG00000014130	COX6C	14	+	66637801	66647721
ENSBTAG00000012357	ENSBTAG00000012357	14	-	67016468	67233590
ENSBTAG00000026234	STK3	14	+	67677676	67987801
ENSBTAG00000012596	POP1	14	-	68377530	68406373
ENSBTAG00000012595	HRSP12	14	+	68412747	68420944
ENSBTAG00000018493	ERICH5	14	-	68428890	68454310
ENSBTAG00000016278	RPL30	14	+	68467563	68470952
ENSBTAG00000042293	SNORA72	14	+	68470546	68470677
ENSBTAG00000043410	U6	14	+	68662954	68663057
ENSBTAG00000016959	LAPTM4B	14	-	68668786	68730708
ENSBTAG00000003098	MTDH	14	-	68799572	68853740
ENSBTAG00000032432	ENSBTAG00000032432	14	-	68938073	68938543
ENSBTAG00000011290	ENSBTAG00000011290	14	+	68986919	68987671
ENSBTAG00000046135	ENSBTAG00000046135	14	+	69160054	69161571
ENSBTAG00000014357	SDC2	14	-	69930853	70050653
ENSBTAG00000013901	PTDSS1	14	-	70236070	70303427
ENSBTAG00000001522	MTERFD1	14	+	70306723	70324461
ENSBTAG00000001521	UQCRB	14	+	70329414	70334124
ENSBTAG00000019581	PLEKHF2	14	-	71515117	71535602
ENSBTAG00000007570	NDUFAF6	14	-	71606359	71642582
ENSBTAG00000042492	SNORA14	14	-	71615395	71615529
ENSBTAG00000004906	CCNE2	14	-	71808697	71818065
ENSBTAG00000013621	DPY19L4	14	-	71868732	71925891
ENSBTAG00000021838	ESRP1	14	-	71945029	72003342
ENSBTAG00000003789	KIAA1429	14	+	72100497	72163615
ENSBTAG00000000632	RAD54B	14	+	72176935	72295285
ENSBTAG00000024984	FSBP	14	+	72224801	72229478
ENSBTAG00000000199	PDP1	14	-	72678594	72686976
ENSBTAG00000013405	FAM92A1	14	-	72882726	72908112
ENSBTAG00000006004	LRRC69	14	-	75577519	75651194
ENSBTAG00000003481	OTUD6B	14	-	75658814	75672985
ENSBTAG00000032281	ENSBTAG00000032281	14	+	75849444	75850834
ENSBTAG00000013225	NBN	14	+	76083360	76138972
ENSBTAG00000006877	MMP-16	14	+	76757695	77111545
ENSBTAG00000046836	ENSBTAG00000046836	14	-	76820430	76821647
ENSBTAG00000007302	ENSBTAG00000007302	14	-	77277853	77298969
ENSBTAG00000036304	CNGB3	14	+	78390872	78484612
ENSBTAG00000015536	CPNE3	14	-	78500615	78547035
ENSBTAG00000015734	RMDN1	14	+	78559844	78593622
ENSBTAG00000015720	WWP1	14	-	78599363	78699784
ENSBTAG00000032233	ENSBTAG00000032233	14	-	78605262	78605673
ENSBTAG00000023530	ENSBTAG00000023530	14	+	78605824	78605938
ENSBTAG00000021092	ATP6V0D2	14	-	78908052	78964199
ENSBTAG00000032227	ENSBTAG00000032227	14	+	79753910	79759169
ENSBTAG00000009378	E2F5	14	-	79759568	79767626
ENSBTAG00000003338	LRRCC1	14	-	79805242	79848868
ENSBTAG00000019639	SNX16	14	+	83139846	83177274
ENSBTAG00000003588	ZFAND1	14	+	83241747	83267308
ENSBTAG00000011709	IMPA1	14	+	83277475	83299881
ENSBTAG00000015333	TAF2	14	-	83552370	83639183
ENSBTAG00000015338	DSCC1	14	-	83641889	83654475
ENSBTAG00000006767	MRPL13	14	-	84125770	84167593
ENSBTAG00000006770	MTBP	14	+	84167936	84244274
ENSBTAG00000044126	SNTB1	14	-	84253919	84504093
ENSBTAG00000008925	MRE11A	15	-	1640852	1716775
ENSBTAG00000009176	ANKRD49	15	+	1732077	1734884
ENSBTAG00000012279	AASDHPPT	15	-	1778699	1802177
ENSBTAG00000023989	MSANTD4	15	+	1991265	2001671
ENSBTAG00000024639	ENSBTAG00000024639	15	+	2410276	2411626
ENSBTAG00000003087	DCUN1D5	15	+	5718672	5747360
ENSBTAG00000037768	ENSBTAG00000037768	15	+	6007068	6034291
ENSBTAG00000024918	BIRC3	15	-	6639728	6654015
ENSBTAG00000047406	ENSBTAG00000047406	15	-	6748308	6884549
ENSBTAG00000039307	ENSBTAG00000039307	15	-	6750617	6817541
ENSBTAG00000015309	ENSBTAG00000015309	15	-	6917402	6947618
ENSBTAG00000047425	ENSBTAG00000047425	15	-	8921978	8922841
ENSBTAG00000006581	CCDC82	15	+	14120305	14151878
ENSBTAG00000016557	MTMR2	15	+	14640226	14707505
ENSBTAG00000016547	CEP57	15	-	14717411	14757469
ENSBTAG00000020748	FAM76B	15	+	14758712	14777403
ENSBTAG00000001695	ENSBTAG00000001695	15	-	15672403	15672869
ENSBTAG00000007913	CWC15	15	+	15705460	15713952
ENSBTAG00000018945	AMOTL1	15	-	15794576	15884804
ENSBTAG00000038062	FUT4	15	-	16242002	16243411
ENSBTAG00000018629	CWF19L2	15	+	16346715	16484043
ENSBTAG00000044144	GUCY1A2	15	+	16604381	17100655
ENSBTAG00000010642	ALKBH8	15	-	17190071	17323066
ENSBTAG00000012882	CUL5	15	+	17857169	17983781
ENSBTAG00000012885	ACAT1	15	+	17999932	18028984
ENSBTAG00000010286	NPAT	15	-	18055854	18096604
ENSBTAG00000003111	ATM	15	+	18119201	18265060
ENSBTAG00000036744	5S_rRNA	15	+	18251928	18252044
ENSBTAG00000008253	EXPH5	15	-	18459440	18494061
ENSBTAG00000002382	DDX10	15	+	18644692	18952411
ENSBTAG00000047738	U6atac	15	+	18705271	18705396
ENSBTAG00000046342	ENSBTAG00000046342	15	-	19867989	19869229
ENSBTAG00000004672	RDX	15	-	20589674	20650077
ENSBTAG00000011793	FDX1	15	+	20772023	20807753
ENSBTAG00000020277	PPP2R1B	15	-	22373123	22408398
ENSBTAG00000010709	ENSBTAG00000010709	15	+	22665193	22697952
ENSBTAG00000001999	MGC143285	15	+	22707913	22718384
ENSBTAG00000002000	TIMM8B	15	-	22720233	22722218
ENSBTAG00000016266	SDHD	15	+	22722376	22733137
ENSBTAG00000000277	IL18	15	-	22800427	22826698
ENSBTAG00000016548	TEX12	15	+	22829846	22834357
ENSBTAG00000034193	BCO2	15	+	22838240	22905944
ENSBTAG00000003770	PTS	15	+	22912247	22920397
ENSBTAG00000010008	TTC12	15	+	24209210	24254092
ENSBTAG00000020066	ZW10	15	-	24616731	24652072
ENSBTAG00000002323	USP28	15	-	24669574	24733111
ENSBTAG00000008220	C15H11ORF71	15	-	25255393	25256211
ENSBTAG00000008219	RBM7	15	+	25256166	25263448
ENSBTAG00000005843	REXO2	15	+	25293299	25304051
ENSBTAG00000000977	CADM1	15	-	26101411	26451509
ENSBTAG00000002650	ZNF259	15	-	27860851	27869595
ENSBTAG00000039673	ENSBTAG00000039673	15	-	27883638	27884824
ENSBTAG00000002258	APOA1	15	-	27932200	27934085
ENSBTAG00000015119	SIK3	15	-	27942431	28060833
ENSBTAG00000005627	PAFAH1B2	15	+	28260081	28286877
ENSBTAG00000007192	SIDT2	15	+	28300881	28316320
ENSBTAG00000003052	PCSK7	15	-	28323768	28351207
ENSBTAG00000019358	RNF214	15	+	28355288	28397142
ENSBTAG00000043426	SNORA8	15	-	28379975	28380112
ENSBTAG00000019365	BACE1	15	-	28400714	28422342
ENSBTAG00000014137	CEP164	15	+	28431028	28501993
ENSBTAG00000014354	FXYD6	15	-	28926760	28963808
ENSBTAG00000047932	ENSBTAG00000047932	15	+	28939749	28940117
ENSBTAG00000033510	MPZL2	15	-	29378622	29389165
ENSBTAG00000019725	UBE4A	15	+	29476822	29516720
ENSBTAG00000047070	U6	15	-	29483438	29483544
ENSBTAG00000007332	ATP5L	15	+	29521980	29530109
ENSBTAG00000018093	KMT2A	15	+	29667707	29715637
ENSBTAG00000042378	SNORA70	15	-	29686490	29686623
ENSBTAG00000012941	IFT46	15	-	29732275	29746372
ENSBTAG00000006690	ARCN1	15	+	29754474	29783172
ENSBTAG00000016197	PHLDB1	15	+	29788875	29836450
ENSBTAG00000009067	DDX6	15	-	29887449	29918570
ENSBTAG00000005138	BCL9L	15	-	30023047	30033583
ENSBTAG00000014606	FOXR1	15	+	30085143	30094889
ENSBTAG00000017932	CCDC84	15	+	30107961	30115958
ENSBTAG00000027772	RPS25	15	-	30115928	30117641
ENSBTAG00000008075	TRAPPC4	15	+	30117755	30121430
ENSBTAG00000010322	HYOU1	15	-	30160846	30170934
ENSBTAG00000005357	VPS11	15	+	30181557	30191821
ENSBTAG00000005364	HMBS	15	+	30194980	30202275
ENSBTAG00000038047	H2AFX	15	-	30202578	30203886
ENSBTAG00000005371	DPAGT1	15	-	30204634	30209462
ENSBTAG00000015013	C2CD2L	15	+	30214150	30224041
ENSBTAG00000015015	HINFP	15	+	30228672	30237437
ENSBTAG00000012562	RNF26	15	+	30444352	30445653
ENSBTAG00000027766	C1QTNF5	15	-	30448399	30450337
ENSBTAG00000009748	MFRP	15	-	30450602	30455935
ENSBTAG00000009749	USP2	15	-	30464926	30487308
ENSBTAG00000019627	THY1	15	-	30509504	30515399
ENSBTAG00000040051	ENSBTAG00000040051	15	+	32148575	32149038
ENSBTAG00000019246	SC5DL	15	+	32412564	32424510
ENSBTAG00000000842	UBASH3B	15	+	33944543	33975910
ENSBTAG00000005193	CRTAM	15	+	33993514	34022254
ENSBTAG00000013989	C11orf63	15	+	34039383	34121665
ENSBTAG00000013994	BSX	15	-	34136078	34139761
ENSBTAG00000013162	HSPA8	15	-	34216278	34220705
ENSBTAG00000043480	SNORD14	15	-	34216818	34216901
ENSBTAG00000042134	SNORD14	15	-	34217728	34217813
ENSBTAG00000043462	SNORD14	15	-	34218136	34218223
ENSBTAG00000008804	SAAL1	15	+	34930815	34964084
ENSBTAG00000005340	SERGEF	15	+	35019670	35267343
ENSBTAG00000017468	NUCB2	15	-	35693278	35715902
ENSBTAG00000032859	ENSBTAG00000032859	15	+	35836626	35837711
ENSBTAG00000040308	RPS13	15	+	35943265	35945982
ENSBTAG00000043325	SNORD14	15	+	35944469	35944558
ENSBTAG00000042684	SNORD14	15	+	35945603	35945689
ENSBTAG00000006974	PLEKHA7	15	+	36112951	36207312
ENSBTAG00000006755	SMAP	15	-	36224848	36251371
ENSBTAG00000010419	CYP2R1	15	+	38420926	38445583
ENSBTAG00000005218	PDE3B	15	-	38466100	38626862
ENSBTAG00000006564	PSMA1	15	+	38745761	38758646
ENSBTAG00000006556	COPB1	15	+	38765050	38800769
ENSBTAG00000009359	ENSBTAG00000009359	15	-	38876122	38876667
ENSBTAG00000011905	RRAS2	15	+	38900251	38977399
ENSBTAG00000009061	FAR1	15	-	39529628	39605792
ENSBTAG00000045299	bta-mir-2285b-1	15	-	39596107	39596178
ENSBTAG00000013033	BTBD10	15	+	39778550	39840041
ENSBTAG00000032657	TEAD1	15	-	40303805	40482346
ENSBTAG00000044661	bta-mir-2314	15	-	40356861	40356921
ENSBTAG00000000700	PARVA	15	-	40748739	40902329
ENSBTAG00000047961	ENSBTAG00000047961	15	+	40859003	40859597
ENSBTAG00000010919	USP47	15	-	41298533	41373143
ENSBTAG00000047242	Metazoa_SRP	15	-	41408728	41409024
ENSBTAG00000046636	ENSBTAG00000046636	15	+	42331673	42351530
ENSBTAG00000027716	C7H19orf53	15	-	42332731	42333027
ENSBTAG00000010568	ZBED5	15	+	42381063	42386360
ENSBTAG00000020308	EIF4G2	15	+	42435880	42446235
ENSBTAG00000044741	SNORD97	15	+	42441794	42441945
ENSBTAG00000015566	CTR9	15	-	42464354	42499295
ENSBTAG00000021048	ADM	15	-	42911044	42913326
ENSBTAG00000043981	SBF2	15	+	42970987	43480821
ENSBTAG00000001987	HSPC321	15	-	43509670	43585976
ENSBTAG00000045098	bta-mir-2284d	15	-	43545903	43545980
ENSBTAG00000000426	ENSBTAG00000000426	15	+	43633307	43633857
ENSBTAG00000005278	WEE1	15	-	43668580	43682433
ENSBTAG00000043540	U6	15	-	43696405	43696511
ENSBTAG00000016074	ZNF143	15	-	43703911	43770016
ENSBTAG00000045658	FAM92A1	15	+	43705886	43706823
ENSBTAG00000048023	ENSBTAG00000048023	15	+	43731788	43735570
ENSBTAG00000027722	IPO7	15	-	43781463	43825036
ENSBTAG00000043305	SNORA23	15	-	43791937	43792121
ENSBTAG00000027723	ENSBTAG00000027723	15	-	43886243	43887140
ENSBTAG00000001607	TMEM41B	15	+	43901752	43929481
ENSBTAG00000042184	U6	15	+	43939304	43939407
ENSBTAG00000038968	ENSBTAG00000038968	15	-	43948286	43949549
ENSBTAG00000006322	DENND5A	15	+	44009023	44054311
ENSBTAG00000008310	TMEM9B	15	+	44215628	44234314
ENSBTAG00000004771	ENSBTAG00000004771	15	+	44237476	44237790
ENSBTAG00000001917	C11ORF16	15	+	44250291	44260216
ENSBTAG00000001922	AKIP1	15	-	44260212	44267703
ENSBTAG00000005356	ST5	15	+	44335342	44460360
ENSBTAG00000005349	RPL27A	15	-	44469327	44472127
ENSBTAG00000042335	SNORA3	15	-	44469600	44469728
ENSBTAG00000042354	SNORA3	15	-	44470841	44470970
ENSBTAG00000020890	TRIM66	15	+	44500912	44530712
ENSBTAG00000011910	STK33	15	+	44552624	44726438
ENSBTAG00000016320	LMO1	15	+	44880076	44917824
ENSBTAG00000004861	ENSBTAG00000004861	15	-	45130568	45138822
ENSBTAG00000016140	PPFIBP2	15	-	45663896	45799991
ENSBTAG00000047652	RBMX	15	-	46287140	46288701
ENSBTAG00000003638	ZNF215	15	-	46385477	46412894
ENSBTAG00000037991	ENSBTAG00000037991	15	+	46902643	46904084
ENSBTAG00000024781	MRPL17	15	+	47004019	47005492
ENSBTAG00000015403	TPP1	15	+	47065387	47070711
ENSBTAG00000000694	TAF10	15	+	47073272	47074686
ENSBTAG00000000696	ILK	15	-	47074662	47082065
ENSBTAG00000009255	DNHD1	15	-	47108929	47171016
ENSBTAG00000015655	APBB1	15	+	47109758	47267567
ENSBTAG00000003567	FXC1	15	-	47185421	47186287
ENSBTAG00000003566	ARFIP2	15	+	47186494	47191611
ENSBTAG00000003565	TRIM3	15	+	47193828	47219561
ENSBTAG00000003564	HPX	15	+	47226087	47235666
ENSBTAG00000015628	SMPD1	15	-	47267703	47272165
ENSBTAG00000044799	bta-mir-2316	15	+	47272310	47272384
ENSBTAG00000009440	ENSBTAG00000009440	15	-	47310397	47311224
ENSBTAG00000019754	PRKCDBP	15	+	47329716	47331334
ENSBTAG00000006815	ENSBTAG00000006815	15	-	48250683	48251648
ENSBTAG00000037465	ENSBTAG00000037465	15	-	48531198	48578157
ENSBTAG00000038748	HBB	15	+	49022978	49024619
ENSBTAG00000037644	ENSBTAG00000037644	15	+	49073060	49074738
ENSBTAG00000047356	ENSBTAG00000047356	15	-	49339175	49340178
ENSBTAG00000047847	ENSBTAG00000047847	15	-	49340724	49341679
ENSBTAG00000013900	TRIM21	15	+	51472486	51483656
ENSBTAG00000013111	RRM1	15	-	51801715	51843018
ENSBTAG00000008433	PGAP2	15	-	52075822	52089324
ENSBTAG00000008432	NUP98	15	+	52097535	52183246
ENSBTAG00000037826	ENSBTAG00000037826	15	+	52268975	52271899
ENSBTAG00000011549	ENSBTAG00000011549	15	-	52291813	52329773
ENSBTAG00000044509	bta-mir-2317	15	-	52321937	52322008
ENSBTAG00000014167	RNF121	15	+	52330181	52413459
ENSBTAG00000027676	IL18BP	15	+	52416834	52418796
ENSBTAG00000018449	NUMA1	15	-	52419502	52450409
ENSBTAG00000017964	LRRC51	15	+	52492121	52508047
ENSBTAG00000003001	LAMTOR1	15	-	52508416	52514771
ENSBTAG00000002999	ANAPC15	15	-	52521426	52524607
ENSBTAG00000038532	FOLR1	15	+	52563234	52567329
ENSBTAG00000021007	FOLR1	15	+	52572873	52583867
ENSBTAG00000027684	FOLR2	15	+	52602819	52605536
ENSBTAG00000001280	CLPB	15	-	52661473	52804186
ENSBTAG00000002051	ARAP1	15	-	53024476	53034828
ENSBTAG00000019062	FCHSD2	15	-	53161555	53404313
ENSBTAG00000000025	ENSBTAG00000000025	15	-	53936927	54027857
ENSBTAG00000042173	U6	15	-	54044311	54044418
ENSBTAG00000008347	MRPL48	15	+	54065466	54120351
ENSBTAG00000003679	PAAF1	15	+	54131056	54171357
ENSBTAG00000002907	C2CD3	15	-	54227840	54357467
ENSBTAG00000027612	PPME1	15	+	54357947	54406879
ENSBTAG00000027610	RPL36A	15	+	54468007	54468423
ENSBTAG00000000770	PGM2L1	15	-	54484806	54537330
ENSBTAG00000042312	U6	15	+	54511861	54511967
ENSBTAG00000008227	LIPT2	15	-	54616841	54618047
ENSBTAG00000016869	POLD3	15	+	54686091	54730435
ENSBTAG00000000727	RNF169	15	+	54840266	54923335
ENSBTAG00000047393	U6	15	-	54844147	54844253
ENSBTAG00000042319	SNORA57	15	+	54889032	54889168
ENSBTAG00000006644	SPCS2	15	+	54998958	55022311
ENSBTAG00000020485	ARRB1	15	-	55255745	55329451
ENSBTAG00000029833	bta-mir-326	15	-	55314009	55314103
ENSBTAG00000005620	RPS3	15	+	55370367	55375306
ENSBTAG00000042649	SNORD15	15	+	55370967	55371116
ENSBTAG00000042916	SNORD15	15	+	55374442	55374585
ENSBTAG00000015087	KLHL35	15	-	55380885	55387365
ENSBTAG00000031777	GDPD5	15	-	55392275	55483132
ENSBTAG00000001027	SERPINH1	15	+	55514945	55525175
ENSBTAG00000037483	MOGAT2	15	+	55892938	55904775
ENSBTAG00000001154	DGAT2	15	+	55940757	55973229
ENSBTAG00000016355	UVRAG	15	+	55992137	56317353
ENSBTAG00000031609	PRKRIR	15	-	56543033	56571783
ENSBTAG00000017218	ACER3	15	+	57028596	57186215
ENSBTAG00000008557	ENSBTAG00000008557	15	-	57120901	57122291
ENSBTAG00000047129	B3GNT6	15	+	57234744	57235883
ENSBTAG00000005034	CAPN5	15	+	57256223	57313832
ENSBTAG00000021346	CCDC34	15	-	58823478	58867982
ENSBTAG00000001460	LIN7C	15	-	58994224	59004197
ENSBTAG00000002117	KIF18A	15	-	59499816	59575706
ENSBTAG00000003361	METTL15	15	+	59585680	59800570
ENSBTAG00000012417	ARL14EP	15	+	61834229	61847775
ENSBTAG00000032200	DNAJC24	15	+	62935666	63020362
ENSBTAG00000000475	IMMP1L	15	-	63034393	63093076
ENSBTAG00000023831	ELP4	15	+	63093255	63350467
ENSBTAG00000047362	RCN1	15	+	63656459	63663593
ENSBTAG00000005338	EIF3M	15	+	64095495	64112928
ENSBTAG00000020731	PRRG4	15	+	64311998	64326851
ENSBTAG00000021809	DEPDC7	15	+	64453867	64477077
ENSBTAG00000014884	HIPK3	15	+	64704079	64758178
ENSBTAG00000002302	CD59	15	-	65145073	65166597
ENSBTAG00000010071	FBXO3	15	-	65186337	65219692
ENSBTAG00000016744	CAPRIN1	15	+	65457710	65497385
ENSBTAG00000016747	NAT10	15	+	65502377	65541204
ENSBTAG00000020980	CAT	15	+	65779325	65815261
ENSBTAG00000018257	APIP	15	-	66207587	66231698
ENSBTAG00000018261	PDHX	15	+	66231837	66307403
ENSBTAG00000044322	bta-mir-1343	15	+	66264848	66264925
ENSBTAG00000019045	COMMD9	15	-	67563703	67576723
ENSBTAG00000036009	TRAF6	15	-	67768374	67789469
ENSBTAG00000031309	RAG2	15	-	67841773	67849540
ENSBTAG00000021611	C15H11ORF74	15	+	67844540	67911151
ENSBTAG00000044849	U6	15	-	67874695	67874766
ENSBTAG00000014474	API5	15	+	74303493	74321171
ENSBTAG00000000087	HSD17B12	15	+	74652043	74830690
ENSBTAG00000043088	U6	15	+	74800364	74800465
ENSBTAG00000009518	ALKBH3	15	+	74847959	74889003
ENSBTAG00000021223	CRY2	15	+	76753525	76790450
ENSBTAG00000003126	PEX16	15	-	76816893	76822547
ENSBTAG00000013636	DGKZ	15	+	77236630	77248138
ENSBTAG00000007740	BMK	15	+	77249974	77251941
ENSBTAG00000033699	CHRM4	15	-	77251939	77254055
ENSBTAG00000004282	AMBRA1	15	-	77265141	77435816
ENSBTAG00000017325	ATG13	15	+	77451812	77493570
ENSBTAG00000016501	ARHGAP1	15	-	77496430	77513093
ENSBTAG00000027557	ZNF408	15	+	77516535	77521982
ENSBTAG00000004448	CKAP5	15	-	77548431	77653734
ENSBTAG00000043098	SNORD67	15	-	77567439	77567549
ENSBTAG00000045369	bta-mir-2319a	15	-	77643815	77643889
ENSBTAG00000009573	C11orf49	15	+	78044073	78254804
ENSBTAG00000044593	U6	15	-	78167892	78167962
ENSBTAG00000009574	ARFGAP2	15	-	78254747	78265239
ENSBTAG00000020999	DDB2	15	+	78289541	78309815
ENSBTAG00000010681	NR1H3	15	+	78323084	78330233
ENSBTAG00000021744	PSMC3	15	-	78452426	78458542
ENSBTAG00000002520	CUGBP1	15	-	78490888	78570865
ENSBTAG00000018479	PTPMT1	15	+	78571082	78576838
ENSBTAG00000018482	KBTBD4	15	-	78577183	78580931
ENSBTAG00000018483	NDUFS3	15	+	78582186	78586701
ENSBTAG00000018742	MTCH2	15	-	78613666	78633634
ENSBTAG00000020911	FNBP4	15	-	78675015	78717851
ENSBTAG00000021125	NUP160	15	-	78732118	78774439
ENSBTAG00000031119	OR4S1	15	+	79208321	79209247
ENSBTAG00000031029	ENSBTAG00000031029	15	+	79216406	79217317
ENSBTAG00000031027	ENSBTAG00000031027	15	+	79238962	79239891
